time/episodes,rollout/success_rate,time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/actor_loss,train/critic_loss,train/n_updates,train/ent_coef_loss,train/ent_coef
1910,1.0,4619,5.73,4,18888,-0.41336419,0.001,0.14964960515499115,9.974862769013271e-05,18787,-1.4271833896636963,0.0035466484259814024
1920,1.0,4633,5.79,4,18946,-0.41834984999999997,0.001,0.14794909954071045,9.681706433184445e-05,18845,-1.5352301597595215,0.003468358190730214
1930,1.0,4647,5.73,4,19003,-0.41869104,0.001,0.14200076460838318,6.913366814842448e-05,18902,-0.2300182431936264,0.0033789498265832663
1940,1.0,4663,5.78,4,19066,-0.41789615999999996,0.001,0.14938145875930786,5.2043160394532606e-05,18965,0.3481297492980957,0.003434588434174657
1950,1.0,4678,5.75,4,19124,-0.41833697000000003,0.001,0.14523380994796753,6.9830784923397e-05,19023,-1.4071266651153564,0.0034675828646868467
1960,1.0,4692,5.82,4,19182,-0.42278862999999994,0.001,0.14315302670001984,6.930538802407682e-05,19081,-0.19365613162517548,0.0034603148233145475
1970,1.0,4705,5.78,4,19236,-0.42284286999999987,0.001,0.149755597114563,7.294570241356269e-05,19135,-0.22228744626045227,0.003524013562127948
1980,1.0,4720,5.79,4,19293,-0.42110814000000013,0.001,0.1592290699481964,8.227028592955321e-05,19192,0.46680954098701477,0.0035176135133951902
1990,1.0,4736,5.88,4,19359,-0.41691114,0.001,0.1532103270292282,0.0001074248575605452,19258,-1.5252387523651123,0.0034973430447280407
2000,1.0,4752,5.89,4,19424,-0.42186026000000004,0.001,0.15547515451908112,5.768397022620775e-05,19323,1.035515308380127,0.0034558067563921213
2010,1.0,4766,5.92,4,19480,-0.4263806699999999,0.001,0.14888635277748108,7.78309695306234e-05,19379,0.6337782144546509,0.003436424769461155
2020,1.0,4780,5.91,4,19537,-0.43065477,0.001,0.15447068214416504,7.659280527150258e-05,19436,0.8129634261131287,0.003455913858488202
2030,1.0,4795,5.92,4,19595,-0.42741372000000005,0.001,0.1575724184513092,9.811879135668278e-05,19494,0.5987014174461365,0.0034273688215762377
2040,1.0,4809,5.85,4,19651,-0.4270288299999999,0.001,0.14436142146587372,9.601697092875838e-05,19550,0.32962754368782043,0.0034314896911382675
2050,1.0,4823,5.85,4,19709,-0.4253106200000001,0.001,0.1413501501083374,0.0001070283105946146,19608,0.7060778141021729,0.00345240393653512
2060,1.0,4838,5.85,4,19767,-0.42812587,0.001,0.15063515305519104,7.08033112459816e-05,19666,0.3631211817264557,0.0034390264190733433
2070,1.0,4851,5.86,4,19822,-0.4258987899999999,0.001,0.16377869248390198,9.878339187707752e-05,19721,-0.15621598064899445,0.003481909865513444
2080,1.0,4867,5.9,4,19883,-0.42763939,0.001,0.16613510251045227,8.218105358537287e-05,19782,-0.18594519793987274,0.003400928806513548
2090,1.0,4881,5.8,4,19939,-0.43084442999999994,0.001,0.13481977581977844,7.536049088230357e-05,19838,0.6294459700584412,0.0034367607440799475
2100,1.0,4894,5.69,4,19993,-0.42014973999999994,0.001,0.15029016137123108,7.105617260094732e-05,19892,0.8379241228103638,0.003468855982646346
2110,1.0,4908,5.69,4,20049,-0.42317558999999993,0.001,0.13990603387355804,8.424979750998318e-05,19948,0.6162833571434021,0.0035345449578016996
2120,1.0,4922,5.69,4,20106,-0.41610412,0.001,0.1528613418340683,4.9763395509216934e-05,20005,-0.018710851669311523,0.0035571949556469917
2130,1.0,4938,5.73,4,20168,-0.41688361,0.001,0.15190309286117554,4.420005643623881e-05,20067,0.46907293796539307,0.00354613084346056
2140,1.0,4954,5.83,4,20234,-0.42734113,0.001,0.14268365502357483,7.543443643953651e-05,20133,0.7429020404815674,0.0035715261474251747
2150,1.0,4968,5.8,4,20289,-0.4231079099999999,0.001,0.1750802993774414,0.00010767205094452947,20188,0.024240970611572266,0.0035144935827702284
2160,1.0,4983,5.82,4,20349,-0.42429059,0.001,0.1666625738143921,7.0867536123842e-05,20248,-0.2716626524925232,0.0034930314868688583
2170,1.0,4997,5.81,4,20403,-0.42119218999999997,0.001,0.14099633693695068,7.031628047116101e-05,20302,1.2561672925949097,0.0034811377990990877
2180,1.0,5010,5.74,4,20457,-0.41570318000000006,0.001,0.16471317410469055,6.0714355640811846e-05,20356,-0.256428062915802,0.0035291677340865135
2190,1.0,5026,5.8,4,20519,-0.41419605000000004,0.001,0.14974845945835114,7.946188998175785e-05,20418,0.2252095490694046,0.003571795066818595
2200,1.0,5039,5.8,4,20573,-0.41648103,0.001,0.15697649121284485,6.120851321611553e-05,20472,-0.1559252142906189,0.00354778696782887
2210,1.0,5053,5.82,4,20631,-0.4171037500000001,0.001,0.14281979203224182,6.335344369290397e-05,20530,0.5831171274185181,0.0035310005769133568
2220,1.0,5067,5.8,4,20686,-0.4168190500000001,0.001,0.15864138305187225,8.735548908589408e-05,20585,0.7558141946792603,0.003500648308545351
2230,1.0,5082,5.77,4,20745,-0.41247353,0.001,0.13209766149520874,5.032610715716146e-05,20644,0.1583462953567505,0.003488644026219845
2240,1.0,5097,5.71,4,20805,-0.40560698,0.001,0.14409957826137543,5.496954690897837e-05,20704,0.3767147362232208,0.0035268981009721756
2250,1.0,5112,5.76,4,20865,-0.41280210000000006,0.001,0.1578536182641983,4.7336383431684226e-05,20764,1.004495620727539,0.0035892799496650696
2260,1.0,5125,5.7,4,20919,-0.41068038,0.001,0.1503070443868637,6.440827564802021e-05,20818,-1.4949067831039429,0.0036067196633666754
2270,1.0,5138,5.67,4,20970,-0.40791602000000005,0.001,0.16122183203697205,6.392486830009148e-05,20869,-0.6209971308708191,0.00359712028875947
2280,1.0,5152,5.7,4,21027,-0.4151357999999999,0.001,0.14069870114326477,7.146212010411546e-05,20926,0.9477919936180115,0.003556112991645932
2290,1.0,5168,5.7,4,21089,-0.41674100000000003,0.001,0.1497846245765686,7.220750558190048e-05,20988,0.973872184753418,0.003461110405623913
2300,1.0,5182,5.74,4,21147,-0.41786693999999985,0.001,0.1419445276260376,5.6492066505597904e-05,21046,0.5560866594314575,0.0034635982010513544
2310,1.0,5197,5.74,4,21205,-0.4147076500000001,0.001,0.13246238231658936,6.619368650717661e-05,21104,-0.48704805970191956,0.0034791745711117983
2320,1.0,5213,5.83,4,21269,-0.42149985,0.001,0.1677294373512268,6.341400148812681e-05,21168,0.3705280125141144,0.0034671213943511248
2330,1.0,5226,5.8,4,21325,-0.42750667,0.001,0.1543368101119995,5.9913105360465124e-05,21224,0.16483432054519653,0.0035154172219336033
2340,1.0,5240,5.74,4,21379,-0.42042497999999995,0.001,0.15381814539432526,5.1133771194145083e-05,21278,0.4637824296951294,0.003554950002580881
2350,1.0,5253,5.68,4,21433,-0.41008147,0.001,0.1620197892189026,7.183538400568068e-05,21332,0.2188532054424286,0.003578271484002471
2360,1.0,5267,5.68,4,21487,-0.40961963999999995,0.001,0.14308273792266846,7.407575321849436e-05,21386,-1.2944010496139526,0.003503037616610527
2370,1.0,5282,5.77,4,21547,-0.41555127,0.001,0.1538492739200592,9.734278864925727e-05,21446,0.35555529594421387,0.0034612291492521763
2380,1.0,5296,5.75,4,21602,-0.41563314999999995,0.001,0.13283860683441162,5.5066288041416556e-05,21501,-1.6974730491638184,0.0035091701429337263
2390,1.0,5310,5.71,4,21660,-0.41476836000000006,0.001,0.15084804594516754,6.089109956519678e-05,21559,0.15523988008499146,0.0035646932665258646
2400,1.0,5323,5.65,4,21712,-0.41124422000000005,0.001,0.15397639572620392,5.776696343673393e-05,21611,0.4085238575935364,0.0035204512532800436
2410,1.0,5339,5.71,4,21776,-0.42018650999999996,0.001,0.14099162817001343,8.043713751249015e-05,21675,0.2616061270236969,0.00354778696782887
2420,1.0,5354,5.68,4,21837,-0.4199634300000001,0.001,0.15046338737010956,3.891281085088849e-05,21736,0.800786554813385,0.0035971871111541986
2430,1.0,5369,5.7,4,21895,-0.41610057,0.001,0.14628055691719055,4.82027062389534e-05,21794,-0.6822894811630249,0.003619527444243431
2440,1.0,5383,5.74,4,21953,-0.42350740000000003,0.001,0.1529424637556076,4.985295163351111e-05,21852,-0.5742330551147461,0.003566866274923086
2450,1.0,5397,5.74,4,22007,-0.42787675999999997,0.001,0.15760575234889984,5.8433502999832854e-05,21906,0.03263437747955322,0.003552940208464861
2460,1.0,5411,5.77,4,22064,-0.4234531299999999,0.001,0.15629824995994568,6.320553075056523e-05,21963,0.1404305100440979,0.0035989577881991863
2470,1.0,5426,5.78,4,22125,-0.42583659000000007,0.001,0.1582353413105011,6.953537376830354e-05,22024,1.7454407215118408,0.0035585674922913313
2480,1.0,5440,5.8,4,22182,-0.42326372999999995,0.001,0.14305201172828674,7.392750558210537e-05,22081,-0.3290807008743286,0.0035360860638320446
2490,1.0,5454,5.77,4,22237,-0.41697275,0.001,0.15695227682590485,5.2058021537959576e-05,22136,0.7003520131111145,0.003485901979729533
2500,1.0,5467,5.79,4,22291,-0.41751549,0.001,0.14810700714588165,7.460008782800287e-05,22190,-0.4349396228790283,0.0035321491304785013
2510,1.0,5481,5.7,4,22346,-0.40850545,0.001,0.1547623872756958,7.67856472521089e-05,22245,0.07173825800418854,0.0034805883187800646
2520,1.0,5495,5.65,4,22402,-0.40406152,0.001,0.15885455906391144,0.00010909681441262364,22301,0.14596042037010193,0.0034469442907720804
2530,1.0,5509,5.63,4,22458,-0.4039927500000001,0.001,0.16354605555534363,7.57528978283517e-05,22357,-0.5799389481544495,0.0034973849542438984
2540,1.0,5523,5.6,4,22513,-0.40330419000000006,0.001,0.12734180688858032,5.370539292925969e-05,22412,0.13109858334064484,0.003509384347125888
2550,1.0,5536,5.6,4,22567,-0.4049323700000001,0.001,0.1444597840309143,4.8440793761983514e-05,22466,-0.01577824354171753,0.003543647937476635
2560,1.0,5549,5.55,4,22619,-0.40696447999999996,0.001,0.14985081553459167,5.776674879598431e-05,22518,-0.6799256801605225,0.0035522168036550283
2570,1.0,5564,5.55,4,22680,-0.40655478,0.001,0.1533249020576477,4.804330819752067e-05,22579,0.7382190227508545,0.00357448891736567
2580,1.0,5578,5.54,4,22736,-0.40318951,0.001,0.150471031665802,6.973532435949892e-05,22635,0.8416252136230469,0.0036017457023262978
2590,1.0,5594,5.62,4,22799,-0.41236942,0.001,0.14994171261787415,4.3488314986461774e-05,22698,-0.23566021025180817,0.003590192412957549
2600,1.0,5608,5.63,4,22854,-0.41661275,0.001,0.14849337935447693,4.440326301846653e-05,22753,1.0429272651672363,0.003557730931788683
2610,1.0,5624,5.72,4,22918,-0.4239529099999999,0.001,0.14299547672271729,4.77903158753179e-05,22817,-1.1750779151916504,0.0035233430098742247
2620,1.0,5638,5.75,4,22977,-0.42423336,0.001,0.16216745972633362,4.123064354644157e-05,22876,-0.32990920543670654,0.003564472310245037
2630,1.0,5651,5.7,4,23028,-0.41840044,0.001,0.1609998345375061,5.058731767348945e-05,22927,-1.8067876100540161,0.003577527590095997
2640,1.0,5665,5.72,4,23085,-0.42077135,0.001,0.15911482274532318,6.219185888767242e-05,22984,-0.3266648054122925,0.003609208855777979
2650,1.0,5680,5.77,4,23144,-0.42311670000000007,0.001,0.15196260809898376,4.9154870794154704e-05,23043,0.13510644435882568,0.0035784130450338125
2660,1.0,5694,5.82,4,23201,-0.42439197000000006,0.001,0.15026605129241943,4.118114884477109e-05,23100,0.9945648312568665,0.0036072905641049147
2670,1.0,5707,5.71,4,23251,-0.41294147000000003,0.001,0.16745604574680328,5.2244744438212365e-05,23150,-1.9311492443084717,0.003630678402259946
2680,1.0,5721,5.71,4,23307,-0.40831935,0.001,0.1568295657634735,4.8213114496320486e-05,23206,-0.2865808606147766,0.003553829388692975
2690,1.0,5734,5.62,4,23361,-0.40533577,0.001,0.13893824815750122,5.620060983346775e-05,23260,1.1905925273895264,0.0034934948198497295
2700,1.0,5747,5.59,4,23413,-0.40048937000000007,0.001,0.15245658159255981,4.2868530726991594e-05,23312,-0.8965978622436523,0.003531642258167267
2710,1.0,5761,5.5,4,23468,-0.39571613,0.001,0.16280043125152588,7.080675277393311e-05,23367,0.6983900666236877,0.003527840133756399
2720,1.0,5775,5.46,4,23523,-0.39287549999999993,0.001,0.1480323076248169,4.709850691142492e-05,23422,-0.2011263072490692,0.0034779736306518316
2730,1.0,5790,5.55,4,23583,-0.4071295300000001,0.001,0.15523654222488403,5.746697206632234e-05,23482,-0.4620862603187561,0.00353925209492445
2740,1.0,5804,5.55,4,23640,-0.40612832,0.001,0.1666945219039917,6.811289495090023e-05,23539,1.7993850708007812,0.003564382204785943
2750,1.0,5819,5.55,4,23699,-0.40664589000000007,0.001,0.15728308260440826,5.272467024042271e-05,23598,-0.47632187604904175,0.0035429077688604593
2760,1.0,5833,5.54,4,23755,-0.40519101,0.001,0.1442335546016693,4.216032175463624e-05,23654,0.6652121543884277,0.003576132468879223
2770,1.0,5848,5.66,4,23817,-0.4215915399999999,0.001,0.1445883810520172,4.025820453534834e-05,23716,-0.14749540388584137,0.0035455897450447083
2780,1.0,5863,5.71,4,23878,-0.43345082999999995,0.001,0.13252875208854675,6.419725104933605e-05,23777,-0.2613413631916046,0.003488331101834774
2790,1.0,5876,5.7,4,23931,-0.4256398,0.001,0.13776004314422607,4.6611799916718155e-05,23830,-0.11345835030078888,0.003555090632289648
2800,1.0,5890,5.74,4,23987,-0.42712044,0.001,0.155696839094162,5.159776992513798e-05,23886,-0.6696401834487915,0.0035625197924673557
2810,1.0,5904,5.75,4,24043,-0.42973791000000006,0.001,0.12821385264396667,5.39511202077847e-05,23942,-0.7388466596603394,0.0035584894940257072
2820,1.0,5918,5.74,4,24097,-0.43038916,0.001,0.16417482495307922,6.269205186981708e-05,23996,0.02100183069705963,0.0035662557929754257
2830,1.0,5932,5.71,4,24154,-0.4233251799999999,0.001,0.14098793268203735,4.6823854063404724e-05,24053,0.6974613666534424,0.0035719776060432196
2840,1.0,5947,5.76,4,24216,-0.42541725999999996,0.001,0.15247419476509094,0.0001354797277599573,24115,1.731757402420044,0.0036074367817491293
2850,1.0,5962,5.76,4,24275,-0.42285044000000005,0.001,0.15755337476730347,5.588053318206221e-05,24174,-1.0182585716247559,0.0035868247505277395
2860,1.0,5976,5.76,4,24331,-0.42584741000000004,0.001,0.1451277732849121,4.5110893552191556e-05,24230,0.13255980610847473,0.003554673632606864
2870,1.0,5990,5.68,4,24385,-0.41492196,0.001,0.15114720165729523,5.74084187974222e-05,24284,0.7484754920005798,0.003560286946594715
2880,1.0,6005,5.69,4,24447,-0.41637812999999996,0.001,0.15143926441669464,4.8381225496996194e-05,24346,0.5968563556671143,0.0035947419237345457
2890,1.0,6018,5.69,4,24500,-0.4205641499999999,0.001,0.15361881256103516,5.213465556153096e-05,24399,-0.27167534828186035,0.0035652730148285627
2900,1.0,6034,5.74,4,24561,-0.42529876,0.001,0.1601201891899109,6.303871487034485e-05,24460,-0.2582744061946869,0.0035824510268867016
2910,1.0,6048,5.77,4,24620,-0.42016415,0.001,0.13458392024040222,6.725943239871413e-05,24519,0.8806930184364319,0.0035219774581491947
2920,1.0,6063,5.82,4,24679,-0.42368160000000005,0.001,0.1534309983253479,7.401624316116795e-05,24578,-1.3256735801696777,0.003496692981570959
2930,1.0,6076,5.76,4,24730,-0.4153832800000001,0.001,0.13299748301506042,4.59309303550981e-05,24629,-0.26968610286712646,0.003546252613887191
2940,1.0,6090,5.71,4,24787,-0.4087921,0.001,0.14741456508636475,5.560657518799417e-05,24686,-0.44789862632751465,0.0035449222195893526
2950,1.0,6104,5.68,4,24843,-0.40729471000000006,0.001,0.1529434621334076,7.400608592433855e-05,24742,-0.771869421005249,0.0035353656858205795
2960,1.0,6117,5.65,4,24896,-0.4042397,0.001,0.15181702375411987,5.144099486642517e-05,24795,0.03188362717628479,0.0035070541780442
2970,1.0,6130,5.62,4,24947,-0.4050935500000001,0.001,0.16297943890094757,4.8185509513132274e-05,24846,-0.19559280574321747,0.003518355078995228
2980,1.0,6146,5.63,4,25010,-0.40364168999999994,0.001,0.16783657670021057,7.147558790165931e-05,24909,-1.1520341634750366,0.0035341372713446617
2990,1.0,6160,5.67,4,25067,-0.4052211,0.001,0.17443998157978058,4.485050158109516e-05,24966,1.2836799621582031,0.003511094953864813
3000,1.0,6174,5.64,4,25125,-0.39970529000000016,0.001,0.1480943262577057,4.835143045056611e-05,25024,-0.1760050356388092,0.0034904226195067167
3010,1.0,6191,5.72,4,25192,-0.40885262,0.001,0.1326458603143692,4.4611948396777734e-05,25091,-0.40519070625305176,0.0035084891133010387
3020,1.0,6203,5.62,4,25241,-0.39822240999999997,0.001,0.16756591200828552,6.0030652093701065e-05,25140,0.15837258100509644,0.003525314386934042
3030,1.0,6219,5.75,4,25305,-0.4127284999999999,0.001,0.14567381143569946,6.607957766391337e-05,25204,0.10061222314834595,0.0035299251321703196
3040,1.0,6234,5.75,4,25362,-0.41698153000000004,0.001,0.15226414799690247,4.4045827962690964e-05,25261,-0.23043875396251678,0.00353655475191772
3050,1.0,6248,5.78,4,25421,-0.4201992499999999,0.001,0.17749124765396118,4.6018947614356875e-05,25320,-0.18485072255134583,0.0036114074755460024
3060,1.0,6262,5.8,4,25476,-0.42398001,0.001,0.1383703500032425,3.797344470513053e-05,25375,0.2744583487510681,0.003591322572901845
3070,1.0,6277,5.9,4,25537,-0.43121275,0.001,0.15345293283462524,4.140668534091674e-05,25436,-0.5644252300262451,0.003573895897716284
3080,1.0,6291,5.8,4,25590,-0.42187334,0.001,0.14591142535209656,3.7162582884775475e-05,25489,-0.0769009068608284,0.003557113464921713
3090,1.0,6304,5.79,4,25646,-0.4203237700000001,0.001,0.14187730848789215,5.263706771074794e-05,25545,0.11091035604476929,0.003511677496135235
3100,1.0,6318,5.76,4,25701,-0.4267289900000001,0.001,0.1454041302204132,5.143864473211579e-05,25600,-0.9545953869819641,0.0035090260207653046
3110,1.0,6332,5.65,4,25757,-0.42164293,0.001,0.15389004349708557,7.989878940861672e-05,25656,0.7958796620368958,0.003484130371361971
3120,1.0,6347,5.74,4,25815,-0.43061147,0.001,0.1629021167755127,5.870591485290788e-05,25714,0.17234404385089874,0.0034934328868985176
3130,1.0,6361,5.68,4,25873,-0.42285816,0.001,0.16396498680114746,4.997489304514602e-05,25772,1.430727243423462,0.00351856485940516
3140,1.0,6374,5.63,4,25925,-0.41770136999999996,0.001,0.15913285315036774,6.890925578773022e-05,25824,1.1315147876739502,0.0035016199108213186
3150,1.0,6387,5.58,4,25979,-0.41212830000000006,0.001,0.1608174443244934,4.894303856417537e-05,25878,-0.5224994421005249,0.003531164024025202
3160,1.0,6401,5.57,4,26033,-0.40653435999999993,0.001,0.15637387335300446,3.3551743399584666e-05,25932,1.6926751136779785,0.0034964377991855145
3170,1.0,6416,5.55,4,26092,-0.4003905399999999,0.001,0.1680738925933838,3.672955426736735e-05,25991,0.7287083268165588,0.003515013260766864
3180,1.0,6429,5.56,4,26146,-0.40292998999999996,0.001,0.14777573943138123,4.793712287209928e-05,26045,-0.13341432809829712,0.0035504384431988
3190,1.0,6443,5.56,4,26202,-0.3992787,0.001,0.1661534607410431,5.7707729865796864e-05,26101,1.2477235794067383,0.0035452686715871096
3200,1.0,6457,5.58,4,26259,-0.40341670999999996,0.001,0.16034626960754395,3.593204019125551e-05,26158,0.7818020582199097,0.00348339113406837
3210,1.0,6472,5.6,4,26317,-0.4017640199999999,0.001,0.1660521775484085,4.6923360059736297e-05,26216,-0.6165661215782166,0.0035232624504715204
3220,1.0,6486,5.59,4,26374,-0.40345617999999994,0.001,0.1406993716955185,3.3431519113946706e-05,26273,-0.6110649704933167,0.0035797664895653725
3230,1.0,6501,5.59,4,26432,-0.40541584,0.001,0.15418636798858643,3.446547270868905e-05,26331,-0.7169703245162964,0.0035654243547469378
3240,1.0,6515,5.67,4,26492,-0.4098547799999999,0.001,0.1428242325782776,4.779221853823401e-05,26391,0.2283208966255188,0.0035301202442497015
3250,1.0,6530,5.71,4,26550,-0.4152786500000001,0.001,0.16088852286338806,4.006477684015408e-05,26449,-0.7071368098258972,0.003520382335409522
