time/time_elapsed,time/fps,time/episodes,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/success_rate,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate
6901,4,3530,29261,5.96,-0.5870058300000001,0.97,29177,0.18674883246421814,0.0017982706582794588,0.001
6915,4,3540,29320,5.95,-0.58090498,0.97,29236,0.20959523816903433,0.0017820570695524414,0.001
6931,4,3550,29384,6.02,-0.5823163399999999,0.98,29300,0.20711451023817062,0.001600097239133902,0.001
6946,4,3560,29447,6.03,-0.5775804999999999,0.98,29363,0.20986172556877136,0.0017816546955145896,0.001
6960,4,3570,29508,6.03,-0.5710178100000001,0.98,29425,0.2263419528802236,0.0017048301718508203,0.001
6975,4,3580,29569,6.08,-0.5799719299999999,0.99,29484,0.18199946482976279,0.0016925982665270567,0.001
6989,4,3590,29628,6.06,-0.58554077,0.99,29546,0.19458312168717384,0.0016757957803617632,0.001
7003,4,3600,29687,6.06,-0.58319989,0.99,29602,0.21300576130549112,0.0018782794165114562,0.001
7017,4,3610,29745,6.04,-0.5832016499999999,0.99,29661,0.1822948083281517,0.0019121010089293122,0.001
7032,4,3620,29810,6.05,-0.58380292,0.99,29726,0.2008826583623886,0.0012147363907258426,0.001
7047,4,3630,29873,6.12,-0.5964423499999999,1.0,29789,0.21348080784082413,0.0018588981358334423,0.001
7063,4,3640,29937,6.17,-0.61647111,1.0,29854,0.19545471295714378,0.0014786460503403629,0.001
7076,4,3650,29995,6.11,-0.59757187,1.0,29910,0.19167946775754294,0.001418937323614955,0.001
7091,4,3660,30055,6.08,-0.59171823,1.0,29971,0.19351408630609512,0.0014801486395299435,0.001
7104,4,3670,30111,6.03,-0.58679291,1.0,30029,0.2040758579969406,0.0015537250437773764,0.001
7119,4,3680,30174,6.05,-0.58753509,1.0,30090,0.19594082732995352,0.0016275771660730243,0.001
7136,4,3690,30245,6.17,-0.60002789,1.0,30159,0.20537914708256721,0.0017436679142216842,0.001
7151,4,3700,30307,6.2,-0.61575137,1.0,30222,0.19504533211390176,0.0014525978282714884,0.001
7164,4,3710,30362,6.17,-0.61542723,1.0,30279,0.1907891482114792,0.0017922240367624909,0.001
7177,4,3720,30417,6.07,-0.5963530499999999,1.0,30333,0.19631549715995789,0.0015939698088914156,0.001
7192,4,3730,30478,6.05,-0.5897578099999999,1.0,30396,0.19355317577719688,0.0015141830081120133,0.001
7206,4,3740,30540,6.03,-0.57355024,1.0,30456,0.1866295486688614,0.0014916904619894922,0.001
7221,4,3750,30603,6.08,-0.5899015899999999,1.0,30519,0.19396749635537466,0.0013976810067625983,0.001
7236,4,3760,30664,6.09,-0.59352641,1.0,30579,0.2060382217168808,0.0015367156205077965,0.001
7251,4,3770,30726,6.15,-0.60066688,1.0,30642,0.19013389945030212,0.0018009524210356176,0.001
7265,4,3780,30786,6.12,-0.59556271,1.0,30702,0.20178707440694174,0.0018216719385236503,0.001
7279,4,3790,30845,6.0,-0.5827503699999999,1.0,30762,0.19983328382174173,0.0015886834589764476,0.001
7295,4,3800,30911,6.04,-0.58899435,1.0,30825,0.20451003313064575,0.0014867117029747792,0.001
7308,4,3810,30969,6.07,-0.59665983,0.99,30885,0.20236535370349884,0.0014895705506205558,0.001
7323,4,3820,31031,6.14,-0.6087604499999999,0.99,30946,0.19992008805274963,0.0014616046566516161,0.001
7338,4,3830,31092,6.14,-0.60222024,0.99,31007,0.19026099890470505,0.0015355919720605015,0.001
7353,4,3840,31156,6.16,-0.6067080600000001,0.98,31070,0.20221342146396637,0.0016759411664679646,0.001
7367,4,3850,31216,6.13,-0.6004740199999999,0.98,31132,0.21086865166823068,0.0015151179395616055,0.001
7382,4,3860,31280,6.16,-0.60743192,0.98,31198,0.185501616448164,0.0014707348143149699,0.001
7397,4,3870,31341,6.15,-0.6096890399999999,0.98,31257,0.19302144646644592,0.0016986179204347234,0.001
7411,4,3880,31398,6.12,-0.6134784900000001,0.98,31314,0.19411378602186838,0.0013281842926517128,0.001
7425,4,3890,31459,6.14,-0.61822242,0.98,31376,0.19578337669372559,0.0017415745183825492,0.001
7439,4,3900,31519,6.08,-0.6015940000000001,0.98,31436,0.19764624908566475,0.0015115828136913478,0.001
7453,4,3910,31578,6.09,-0.5953392399999999,0.99,31493,0.19268217186133066,0.0015036524661506216,0.001
7466,4,3920,31634,6.03,-0.5878855399999999,0.98,31549,0.19755087296168009,0.0015057586715556681,0.001
7481,4,3930,31696,6.04,-0.59190793,0.98,31612,0.2006236513455709,0.0014456796149412792,0.001
7495,4,3940,31755,5.99,-0.5953173700000001,0.98,31673,0.19335788488388062,0.0015645029821566173,0.001
7510,4,3950,31818,6.02,-0.60596083,0.98,31734,0.20324241121610007,0.0016172088022964697,0.001
7523,4,3960,31874,5.94,-0.58670743,0.97,31791,0.23195774853229523,0.001779654761776328,0.001
7536,4,3970,31929,5.88,-0.5708948199999999,0.97,31846,0.202768807609876,0.0015386278585841258,0.001
7551,4,3980,31989,5.91,-0.57039865,0.97,31905,0.20351408421993256,0.0015446926467120648,0.001
7565,4,3990,32050,5.91,-0.5644138399999999,0.97,31967,0.18918860952059427,0.0015197458948629599,0.001
7580,4,4000,32111,5.92,-0.57690673,0.97,32027,0.1994586487611135,0.001605836199208473,0.001
7595,4,4010,32175,5.97,-0.57887863,0.97,32091,0.18881464997927347,0.0013334999869888027,0.001
7610,4,4020,32237,6.03,-0.5755571300000001,0.98,32153,0.19870285193125406,0.0016856962881450141,0.001
7625,4,4030,32299,6.03,-0.57668289,0.98,32215,0.20053909718990326,0.0016000020550563931,0.001
7639,4,4040,32361,6.06,-0.5741740699999999,0.99,32278,0.19792524352669716,0.0014388256074328507,0.001
7654,4,4050,32422,6.04,-0.5613969500000001,0.99,32337,0.19076717893282572,0.0017865177942439914,0.001
7669,4,4060,32483,6.09,-0.57612693,1.0,32398,0.20615237454573312,0.001739481254480779,0.001
7682,4,4070,32540,6.11,-0.5749315199999999,1.0,32457,0.22907394915819168,0.001825810456648469,0.001
7698,4,4080,32607,6.18,-0.58287013,0.99,32522,0.21324138343334198,0.001967212650924921,0.001
7712,4,4090,32669,6.19,-0.5966756699999999,0.98,32585,0.18519568940003714,0.0013477747228794865,0.001
7727,4,4100,32731,6.2,-0.59718677,0.98,32647,0.1920268932978312,0.0015947064190792541,0.001
7741,4,4110,32791,6.16,-0.59255665,0.98,32708,0.21085001031557718,0.0017511756741441786,0.001
7755,4,4120,32849,6.12,-0.59422501,0.98,32764,0.19917299846808115,0.001657266984693706,0.001
7770,4,4130,32910,6.11,-0.59614007,0.98,32828,0.1935026248296102,0.0015680614742450416,0.001
7784,4,4140,32969,6.08,-0.59124756,0.98,32883,0.1942567154765129,0.0018486866494640708,0.001
7798,4,4150,33028,6.06,-0.5909135000000001,0.98,32945,0.19224119186401367,0.001273791422136128,0.001
7812,4,4160,33088,6.05,-0.5820598499999999,0.98,33001,0.1917282243569692,0.0016166094380120437,0.001
7826,4,4170,33146,6.06,-0.59760122,0.98,33062,0.2056175097823143,0.001720422662661544,0.001
7840,4,4180,33205,5.98,-0.58606827,0.99,33121,0.18983400613069534,0.0015617843484506011,0.001
7853,4,4190,33260,5.91,-0.57936642,0.99,33177,0.18270689249038696,0.001382652936237199,0.001
7868,4,4200,33321,5.9,-0.5716247099999999,0.99,33237,0.20138351122538248,0.0013820882110546033,0.001
7884,4,4210,33388,5.97,-0.5899318800000001,0.99,33303,0.20738236606121063,0.0016350024213482226,0.001
7899,4,4220,33455,6.06,-0.60639583,0.99,33366,0.19969281554222107,0.0016886079351284675,0.001
7914,4,4230,33516,6.06,-0.60891241,0.99,33431,0.1976050833861033,0.0015974553922812145,0.001
7929,4,4240,33577,6.08,-0.6175211500000001,0.99,33492,0.20271881421407065,0.0012747615983244032,0.001
7941,4,4250,33629,6.01,-0.61491752,0.98,33547,0.20030488818883896,0.0013366119703277946,0.001
7956,4,4260,33693,6.05,-0.62889039,0.98,33609,0.19702254980802536,0.0014025684213265777,0.001
7974,4,4270,33770,6.24,-0.64273167,0.97,33689,0.21463881929715475,0.0016258418909274042,0.001
7989,4,4280,33831,6.26,-0.65021369,0.97,33748,0.20411611596743265,0.001517300377599895,0.001
8005,4,4290,33900,6.4,-0.65878702,0.98,33816,0.1925690472126007,0.001484171347692609,0.001
8019,4,4300,33959,6.38,-0.6584935600000001,0.98,33875,0.1921137422323227,0.0015147405598933499,0.001
8036,4,4310,34027,6.39,-0.6612041500000001,0.98,33942,0.19777081906795502,0.001492174924351275,0.001
8051,4,4320,34090,6.35,-0.6526061900000001,0.98,34006,0.19465347006917,0.0017278815586385982,0.001
8066,4,4330,34153,6.37,-0.6511496800000001,0.98,34069,0.19364980359872183,0.0015412386107657636,0.001
8080,4,4340,34212,6.35,-0.64694753,0.98,34128,0.17763187487920126,0.0014226290164515375,0.001
8093,4,4350,34270,6.41,-0.64548704,0.99,34184,0.21034342050552368,0.001807827642187476,0.001
8108,4,4360,34330,6.37,-0.64123518,0.99,34246,0.20886733134587607,0.0017750072875060141,0.001
8124,4,4370,34398,6.28,-0.6446940499999999,1.0,34313,0.2087615691125393,0.001562445962917991,0.001
8138,4,4380,34457,6.26,-0.64353324,1.0,34374,0.20272075136502585,0.0018142824992537498,0.001
8155,4,4390,34529,6.29,-0.63575734,1.0,34444,0.19261636957526207,0.0013920946512371302,0.001
8171,4,4400,34595,6.36,-0.6400639600000001,1.0,34509,0.20424377421538034,0.0015131263394973107,0.001
8185,4,4410,34655,6.28,-0.63195696,1.0,34570,0.20178228120009103,0.001570584853955855,0.001
8200,4,4420,34716,6.26,-0.6246889,1.0,34631,0.20133386552333832,0.0016648214465628068,0.001
8213,4,4430,34771,6.18,-0.61738788,0.99,34688,0.20449483767151833,0.0016158588696271181,0.001
8226,4,4440,34827,6.15,-0.61819024,0.99,34745,0.19589188694953918,0.001594974232527117,0.001
8240,4,4450,34885,6.15,-0.62566623,0.99,34800,0.22098281482855478,0.0015528291502657037,0.001
8254,4,4460,34944,6.14,-0.62013676,0.99,34859,0.21702533215284348,0.0015915776137262582,0.001
8267,4,4470,35001,6.03,-0.59852939,0.99,34917,0.18816920618216196,0.0014493436153445924,0.001
8283,4,4480,35065,6.08,-0.6092963,0.99,34982,0.19004102796316147,0.001467041388553168,0.001
8297,4,4490,35126,5.97,-0.60820869,0.99,35042,0.20790351430575052,0.0016452565129535894,0.001
8312,4,4500,35189,5.94,-0.60867584,0.99,35103,0.19110306600729624,0.0017686313616910151,0.001
8326,4,4510,35246,5.91,-0.59486353,0.99,35163,0.20273777097463608,0.0016154602053575218,0.001
8341,4,4520,35309,5.93,-0.6038828500000001,0.99,35224,0.18302114804585776,0.0014009985025040805,0.001
8354,4,4530,35365,5.94,-0.5986252099999999,1.0,35281,0.1967199519276619,0.0014827424893155694,0.001
8367,4,4540,35419,5.92,-0.58963521,1.0,35337,0.19865277409553528,0.0016715002479031683,0.001
8381,4,4550,35478,5.93,-0.5820674100000001,1.0,35394,0.19153728584448496,0.0019875410944223404,0.001
8394,4,4560,35534,5.9,-0.57244012,1.0,35450,0.18952986598014832,0.0016119968495331705,0.001
8409,4,4570,35594,5.93,-0.57407769,1.0,35512,0.2037146290143331,0.0015725554549135268,0.001
8423,4,4580,35654,5.89,-0.55895568,1.0,35572,0.20941385626792908,0.001768162939697504,0.001
8437,4,4590,35714,5.88,-0.55844743,1.0,35629,0.20290373265743256,0.0016622793860733508,0.001
8452,4,4600,35774,5.85,-0.5492178400000001,1.0,35689,0.21713076531887054,0.0019084133507151688,0.001
8466,4,4610,35836,5.9,-0.5583617799999999,1.0,35752,0.20824530720710754,0.0016627874768649538,0.001
8481,4,4620,35898,5.89,-0.5622482299999999,1.0,35813,0.21912632882595062,0.0016644172370433807,0.001
8496,4,4630,35960,5.95,-0.5715841100000001,1.0,35877,0.19142160192131996,0.0014605006290366873,0.001
8511,4,4640,36022,6.03,-0.57884046,1.0,35936,0.20735910534858704,0.0017366634914651514,0.001
8524,4,4650,36079,6.01,-0.5838676200000001,1.0,35994,0.19725688298543295,0.0018497459124773741,0.001
8539,4,4660,36138,6.04,-0.5910771699999999,1.0,36053,0.20773208141326904,0.0015477667329832911,0.001
8553,4,4670,36198,6.04,-0.5860429100000001,1.0,36113,0.21408304572105408,0.0015248700510710478,0.001
8568,4,4680,36259,6.05,-0.5915302199999999,1.0,36176,0.19587759176890054,0.0017266570823267103,0.001
8581,4,4690,36316,6.02,-0.57941255,1.0,36233,0.20221955080827078,0.0016808351169207267,0.001
8595,4,4700,36375,6.01,-0.5861869,1.0,36293,0.1972758173942566,0.0014651044537978514,0.001
8608,4,4710,36431,5.95,-0.58376696,1.0,36346,0.19962409138679504,0.0016742539359256626,0.001
8623,4,4720,36492,5.94,-0.57703575,1.0,36407,0.20492439965407053,0.0017796503962017596,0.001
8637,4,4730,36551,5.91,-0.57907369,1.0,36469,0.19915734976530075,0.001883492775959894,0.001
8651,4,4740,36610,5.88,-0.57460843,1.0,36527,0.1962668647368749,0.001558214658871293,0.001
8665,4,4750,36670,5.91,-0.57776894,0.99,36585,0.21129760146141052,0.0019476959423627704,0.001
8680,4,4760,36731,5.93,-0.59103141,0.99,36647,0.19069742659727731,0.0016222347233754892,0.001
8694,4,4770,36790,5.92,-0.5956446500000001,0.99,36705,0.20440685749053955,0.0015645042488661904,0.001
8709,4,4780,36852,5.93,-0.60055879,0.99,36769,0.1996259167790413,0.001558715128339827,0.001
8723,4,4790,36912,5.96,-0.61331349,0.99,36828,0.19374707341194153,0.0018353999621467665,0.001
8737,4,4800,36971,5.96,-0.6104036199999999,0.99,36888,0.1940730760494868,0.0014342315727844835,0.001
8752,4,4810,37035,6.04,-0.6222494500000001,0.99,36950,0.21243106573820114,0.0018356023647356778,0.001
8766,4,4820,37095,6.03,-0.62642978,0.99,37012,0.20275268952051798,0.0013974399771541357,0.001
8782,4,4830,37159,6.08,-0.62936108,0.99,37073,0.20626131196816763,0.0015942371849502837,0.001
8794,4,4840,37213,6.03,-0.6194515999999999,0.99,37129,0.20749537646770477,0.001770483748987317,0.001
8809,4,4850,37276,6.06,-0.62070853,1.0,37192,0.2069912925362587,0.0018836851231753826,0.001
8825,4,4860,37340,6.09,-0.6158891299999999,1.0,37256,0.20170082400242487,0.0016469880647491664,0.001
8840,4,4870,37406,6.16,-0.6226099199999999,1.0,37322,0.2052517036596934,0.001631861998854826,0.001
8854,4,4880,37464,6.12,-0.6038444,1.0,37379,0.21695419400930405,0.0017146797385066749,0.001
8868,4,4890,37524,6.12,-0.6002519399999998,1.0,37442,0.19737068315347037,0.0016202668193727732,0.001
8882,4,4900,37582,6.11,-0.6018718600000001,1.0,37496,0.1919538825750351,0.001353261264739558,0.001
8896,4,4910,37640,6.05,-0.5915326200000001,1.0,37557,0.21374819427728653,0.0016596560832113027,0.001
8911,4,4920,37702,6.07,-0.5832797799999999,1.0,37618,0.1998721808195114,0.001844520414514201,0.001
8926,4,4930,37764,6.05,-0.57665616,1.0,37679,0.19703773160775503,0.001790396253844457,0.001
8940,4,4940,37825,6.12,-0.5923043100000001,1.0,37740,0.1977013498544693,0.0018314884121840198,0.001
8953,4,4950,37880,6.04,-0.5903118700000001,0.98,37798,0.19479445616404215,0.0016034274594858289,0.001
8967,4,4960,37941,6.01,-0.60180097,0.98,37856,0.20719675347208977,0.0019561294299949494,0.001
8980,4,4970,37996,5.9,-0.59000242,0.98,37912,0.20986228436231613,0.001852812070865184,0.001
8994,4,4980,38054,5.9,-0.59373873,0.98,37968,0.18524260818958282,0.0016965964653839667,0.001
9010,4,4990,38119,5.95,-0.59873241,0.98,38034,0.1979292370378971,0.0020415930775925517,0.001
9024,4,5000,38180,5.98,-0.59668986,0.98,38097,0.20732702314853668,0.0017662542910935979,0.001
9040,4,5010,38245,6.05,-0.60652318,0.98,38160,0.21482398609320322,0.0019606738545310995,0.001
9053,4,5020,38301,5.99,-0.60685745,0.98,38217,0.20804792642593384,0.0019483885761084302,0.001
9069,4,5030,38369,6.05,-0.6161377799999999,0.98,38285,0.20492343107859293,0.0017933630816904561,0.001
9083,4,5040,38429,6.04,-0.61475625,0.98,38347,0.21088365217049918,0.001680475626406925,0.001
9098,4,5050,38492,6.12,-0.6154110000000002,1.0,38407,0.22692910581827164,0.0017253378871828317,0.001
9112,4,5060,38551,6.1,-0.60286164,1.0,38466,0.2005679359038671,0.0014063155394978821,0.001
9126,4,5070,38609,6.13,-0.6055290499999999,1.0,38526,0.20864672462145487,0.0018995524927352865,0.001
9140,4,5080,38667,6.13,-0.61484427,1.0,38582,0.19109668334325156,0.001510987221263349,0.001
9155,4,5090,38730,6.11,-0.61225936,1.0,38646,0.206520676612854,0.0016610353292586904,0.001
9170,4,5100,38792,6.12,-0.61669295,0.99,38705,0.2164545257886251,0.0019934092914419515,0.001
9186,4,5110,38862,6.17,-0.6268129500000001,0.99,38778,0.20650399227937064,0.0018265407804089289,0.001
9201,4,5120,38922,6.21,-0.6247395700000001,0.99,38839,0.18511677781740823,0.0014135149443366875,0.001
9215,4,5130,38984,6.15,-0.6224457600000001,0.99,38896,0.20963889360427856,0.00208443203009665,0.001
9230,4,5140,39045,6.16,-0.62951382,0.98,38962,0.20527673761049905,0.001749777157480518,0.001
9243,4,5150,39102,6.1,-0.62662546,0.97,39019,0.2090364769101143,0.0017626536078751086,0.001
9258,4,5160,39165,6.14,-0.63077111,0.97,39082,0.20078762620687485,0.0016811969856332456,0.001
9273,4,5170,39228,6.19,-0.6432895299999999,0.97,39143,0.18271566927433014,0.0012827641912735999,0.001
9286,4,5180,39284,6.17,-0.63350914,0.97,39201,0.20652800798416138,0.0017345847057489057,0.001
9301,4,5190,39343,6.13,-0.63125581,0.97,39259,0.1991180827220281,0.0017281773034483194,0.001
9314,4,5200,39399,6.07,-0.6224622500000001,0.98,39316,0.20364640653133392,0.0016952776117250324,0.001
9326,4,5210,39451,5.89,-0.5989818100000001,0.97,39368,0.21014073491096497,0.0016286120129128296,0.001
9340,4,5220,39509,5.87,-0.5938669699999999,0.97,39425,0.20204354325930277,0.001717777146647374,0.001
9354,4,5230,39567,5.83,-0.58410619,0.97,39483,0.20652253925800323,0.0014942551497370005,0.001
9369,4,5240,39630,5.85,-0.58906645,0.98,39544,0.19900205358862877,0.0015580982601802265,0.001
9382,4,5250,39684,5.82,-0.5788975300000001,0.99,39602,0.1896267831325531,0.0016425579087808728,0.001
9394,4,5260,39738,5.73,-0.56556694,0.98,39657,0.2158108428120613,0.0020661487709730864,0.001
9407,4,5270,39791,5.63,-0.5490789899999999,0.98,39709,0.20104216039180756,0.0014734535943716764,0.001
9424,4,5280,39861,5.77,-0.5695996700000001,0.98,39775,0.19485866030057272,0.001404527264336745,0.001
9436,4,5290,39913,5.7,-0.55130742,0.98,39830,0.19515726466973624,0.0013411980355158449,0.001
9451,4,5300,39977,5.78,-0.5564070499999999,0.98,39890,0.2098561426003774,0.001501445472240448,0.001
9466,4,5310,40037,5.86,-0.56132562,0.99,39952,0.19745805859565735,0.0014559849708651502,0.001
9480,4,5320,40099,5.9,-0.5719466,0.99,40014,0.20753350257873535,0.0020599696629991135,0.001
9493,4,5330,40152,5.85,-0.55938215,0.99,40070,0.21088944375514984,0.0015837083104997874,0.001
9506,4,5340,40208,5.78,-0.5365207200000001,0.99,40122,0.19924400746822357,0.0016268734179902822,0.001
9521,4,5350,40268,5.84,-0.5441123200000001,0.99,40185,0.199306791027387,0.0014186076004989445,0.001
9535,4,5360,40329,5.91,-0.5576812,1.0,40245,0.2173673709233602,0.001823118596803397,0.001
9549,4,5370,40389,5.98,-0.5653482700000001,0.99,40305,0.1980808824300766,0.0017057388089597226,0.001
9563,4,5380,40447,5.86,-0.5460277,0.99,40365,0.18987847864627838,0.0018463893793523312,0.001
9577,4,5390,40506,5.93,-0.5677373400000001,0.99,40422,0.20668891072273254,0.0021261024909714856,0.001
9592,4,5400,40567,5.9,-0.5735712700000001,0.99,40483,0.21609708666801453,0.0019873286597430705,0.001
9606,4,5410,40627,5.9,-0.57551505,0.99,40544,0.21127669140696526,0.001678244027841304,0.001
9620,4,5420,40686,5.87,-0.57773188,0.99,40603,0.22227341681718826,0.002179770590737462,0.001
9635,4,5430,40748,5.96,-0.59681776,0.99,40663,0.21039404471715292,0.0017493694322183728,0.001
9650,4,5440,40811,6.03,-0.61160717,0.99,40726,0.20416430632273355,0.0018620752263814211,0.001
9663,4,5450,40868,6.0,-0.6114524100000001,0.98,40784,0.2187919095158577,0.001752287382259965,0.001
9679,4,5460,40932,6.03,-0.61933552,0.98,40849,0.21195712685585022,0.0017651562229730189,0.001
9692,4,5470,40989,6.0,-0.6102144,0.99,40906,0.21522722641626993,0.002000822452828288,0.001
9707,4,5480,41052,6.05,-0.61815886,0.99,40967,0.20145359635353088,0.001609745984231787,0.001
9722,4,5490,41116,6.1,-0.6105429000000001,0.99,41031,0.20842665433883667,0.0019194792257621884,0.001
9737,4,5500,41177,6.1,-0.60238237,0.99,41092,0.18845545500516891,0.0015583249707041042,0.001
9752,4,5510,41243,6.16,-0.6095960000000001,0.99,41156,0.19981702168782553,0.0016880837695983548,0.001
9768,4,5520,41308,6.22,-0.6236234900000001,0.99,41222,0.21723357339700064,0.0020783646032214165,0.001
9782,4,5530,41368,6.2,-0.62375018,0.99,41285,0.20643984526395798,0.0018737717327894643,0.001
9795,4,5540,41423,6.12,-0.61360818,0.99,41341,0.21427207440137863,0.001955576124601066,0.001
9809,4,5550,41480,6.12,-0.61696541,1.0,41395,0.1971270591020584,0.0019810256781056523,0.001
9825,4,5560,41549,6.17,-0.61424882,1.0,41466,0.2124470720688502,0.0017544598861907919,0.001
9838,4,5570,41605,6.16,-0.61550149,0.99,41523,0.20098438362280527,0.0016723888527069772,0.001
9853,4,5580,41665,6.13,-0.6142839000000001,0.98,41584,0.20968103781342506,0.0018938084498846105,0.001
9865,4,5590,41718,6.02,-0.59961974,0.98,41635,0.20900176962216696,0.0019819180791576705,0.001
9879,4,5600,41778,6.01,-0.6057343799999999,0.98,41694,0.2050235023101171,0.0016428438636163871,0.001
9893,4,5610,41835,5.92,-0.59407908,0.98,41752,0.20025256276130676,0.001372723118402064,0.001
9906,4,5620,41891,5.83,-0.56778477,0.98,41807,0.20644345879554749,0.0015018489910289645,0.001
9920,4,5630,41950,5.82,-0.5706454900000001,0.98,41865,0.2018856257200241,0.001806297106668353,0.001
9934,4,5640,42006,5.83,-0.56928888,0.98,41919,0.21822626143693924,0.0016646783333271742,0.001
9948,4,5650,42067,5.87,-0.5679927,0.98,41982,0.22353217005729675,0.0018728558206930757,0.001
9962,4,5660,42124,5.75,-0.5601100899999999,0.98,42041,0.19873082637786865,0.0015110587002709508,0.001
9976,4,5670,42182,5.77,-0.5680023799999999,0.98,42096,0.19676944116751352,0.002063440810889006,0.001
9990,4,5680,42242,5.77,-0.5630123499999999,0.99,42157,0.203399529059728,0.0019746716134250164,0.001
10006,4,5690,42309,5.91,-0.58823861,0.99,42226,0.22180216511090597,0.0021409905748441815,0.001
10020,4,5700,42368,5.9,-0.5830778100000001,0.99,42284,0.2065179000298182,0.0020389537094160914,0.001
10035,4,5710,42433,5.98,-0.5969327900000001,0.99,42349,0.21262050047516823,0.0018771658392830028,0.001
10049,4,5720,42490,5.99,-0.60502856,0.98,42406,0.21999116986989975,0.001982270594453439,0.001
10062,4,5730,42547,5.97,-0.5936023199999999,0.98,42464,0.21309526761372885,0.0020773207070305943,0.001
10076,4,5740,42603,5.97,-0.5999650699999999,0.97,42521,0.20608074218034744,0.0016660429071635007,0.001
10090,4,5750,42665,5.98,-0.60930265,0.96,42583,0.20337581634521484,0.0020275394587467113,0.001
10105,4,5760,42726,6.02,-0.6080683600000001,0.96,42640,0.21520947913328806,0.0017200476528766255,0.001
10120,4,5770,42788,6.06,-0.6104986,0.97,42702,0.19155530631542206,0.0019589606672525406,0.001
10135,4,5780,42854,6.12,-0.6179504,0.97,42770,0.19580130279064178,0.0013257850660011172,0.001
10149,4,5790,42910,6.01,-0.6028368999999999,0.97,42824,0.20302743713061014,0.0015827319119125604,0.001
10163,4,5800,42968,6.0,-0.6033244,0.97,42884,0.20943372448285422,0.0019621925118068853,0.001
10177,4,5810,43030,5.97,-0.59573898,0.97,42945,0.21553999185562134,0.0018733677454292775,0.001
10191,4,5820,43089,5.99,-0.60011989,0.98,43006,0.20557315150896707,0.002066525941093763,0.001
10205,4,5830,43147,6.0,-0.5928919399999999,0.98,43061,0.19057941436767578,0.002105838363058865,0.001
10220,4,5840,43209,6.06,-0.5977305500000001,0.99,43125,0.21644360323747,0.002481534262187779,0.001
10234,4,5850,43269,6.04,-0.58706796,1.0,43185,0.20115149393677711,0.0017896517464477154,0.001
10249,4,5860,43331,6.05,-0.5899672800000001,1.0,43243,0.1939630409081777,0.0017016796045936644,0.001
10264,4,5870,43394,6.06,-0.59394757,1.0,43308,0.19904213026165962,0.0016801853780634701,0.001
10277,4,5880,43453,5.99,-0.6015300199999999,0.99,43372,0.20937123894691467,0.0016969948337646201,0.001
10292,4,5890,43516,6.06,-0.6179273299999999,0.99,43433,0.19543655713399252,0.0016565501379470031,0.001
10307,4,5900,43575,6.07,-0.61687992,0.99,43492,0.22171875834465027,0.0016625409480184317,0.001
10320,4,5910,43633,6.03,-0.6101373299999998,0.99,43550,0.2250275413195292,0.0017487353179603815,0.001
10334,4,5920,43690,6.01,-0.6026735999999999,0.99,43605,0.21178038418293,0.001777644152753055,0.001
10348,4,5930,43749,6.02,-0.6096939,0.99,43666,0.2093450017273426,0.0016444311040686443,0.001
10361,4,5940,43806,5.97,-0.6051643999999999,0.99,43723,0.20879897475242615,0.0018234819639474154,0.001
10375,4,5950,43865,5.96,-0.6082238,0.99,43779,0.19927632808685303,0.0018133565085008741,0.001
10390,4,5960,43925,5.94,-0.60388803,0.99,43841,0.20148729532957077,0.0016911746934056282,0.001
10403,4,5970,43981,5.87,-0.58657763,0.99,43897,0.20882771412531534,0.0017637244309298694,0.001
10416,4,5980,44035,5.82,-0.56919739,1.0,43950,0.2053411602973938,0.0017229051251585286,0.001
10429,4,5990,44091,5.75,-0.5535877699999999,1.0,44008,0.20169612765312195,0.001369305606931448,0.001
10444,4,6000,44153,5.78,-0.5609900099999999,1.0,44068,0.2117063949505488,0.0015885518165305256,0.001
10459,4,6010,44217,5.84,-0.57324913,1.0,44130,0.20119723677635193,0.001648778561502695,0.001
10473,4,6020,44273,5.83,-0.57245981,0.99,44190,0.21131647129853567,0.001820072977958868,0.001
10487,4,6030,44332,5.83,-0.5772725900000001,0.99,44248,0.19864754378795624,0.0018055961234495043,0.001
10501,4,6040,44393,5.87,-0.57916321,0.99,44310,0.19758352264761925,0.0018107859484319175,0.001
10514,4,6050,44448,5.83,-0.5773893,0.99,44364,0.20900083084901175,0.0015051696449518205,0.001
10526,4,6060,44499,5.74,-0.5663451499999999,0.99,44416,0.21112685898939768,0.0015583596890792252,0.001
10542,4,6070,44566,5.85,-0.5956894300000001,0.98,44484,0.2112504430115223,0.0017625495383981615,0.001
10557,4,6080,44628,5.93,-0.61160702,0.98,44544,0.21303068846464157,0.0019454864668659866,0.001
10571,4,6090,44688,5.97,-0.6167239999999999,0.98,44604,0.2059131662050883,0.0014803356413419049,0.001
10584,4,6100,44742,5.89,-0.5994679,0.98,44660,0.20368729531764984,0.0017798815621063112,0.001
10599,4,6110,44806,5.89,-0.59935507,0.98,44721,0.21658043563365936,0.0019250258919782937,0.001
10613,4,6120,44862,5.89,-0.59951789,0.99,44778,0.19418525199095407,0.0017781664384528995,0.001
10626,4,6130,44919,5.87,-0.59502357,0.99,44835,0.20137213667233786,0.0015996815248702962,0.001
10641,4,6140,44982,5.89,-0.5991267700000001,0.99,44896,0.20289223889509836,0.0021604104161572955,0.001
